Код,Наименование,Биоматериал,Тип результата,Лаборатория исполнения,"Алматы, СРОК","Партнерская цена, в тенге.",Цена для клиентов на сайте checkdoc
7058,"Частичный анализ гена ASS (цитруллинемия) (ASS Gene, Freq. Mut. (Citrullinemia))",Цельная кровь,Кач,МСК,до 13,  105 736 ,  148 030 
7060,Определение активности биотинидазы (недостаточность биотинидазы) (Biotin-Dependent Carboxylases Activity (Biotinidase Deficiency)),Сыворотка крови,Кол,МСК,до 13,  53 320 ,  74 648 
7061,ВЭЖХ-МС-МС органических кислот (сукцинилацетон) (HPLC-MS/MS Organic Acids (Succinylate)),Моча,Кол,МСК,до 13,  18 720 ,  26 208 
7040,"Частая мутация в гене BTD (недостаточность биотинидазы) (BTD (Biotinidase Deficiency) Gene, Freq. Mut.)",Цельная кровь,Кач,МСК,до 13,  62 056 ,  86 878 
СПКЯ1КЗХ,Лабораторная диагностика гиперандрогенемии,Плазма крови; Сыворотка крови,,МСК,до 3,  15 624 ,  21 874 
1СТС,СтеатоСкрин (SteatoSсreen),Сыворотка крови,"Кол., Описательный формат",МСК,до 4,  32 952 ,  46 133 
3ФТ,ФиброТест (FibroTest),Сыворотка крови,"Кол., Описательный формат",МСК,до 4,  65 592 ,  91 829 
ФТ-Р,ФиброТест (FibroTest),Сыворотка крови,,МСК,до 4,  116 408 ,  162 971 
4НФТ,NASH-FibroTest,Сыворотка крови,,МСК,до 4,  95 992 ,  134 389 
НФТ-Р,NASH-FibroTest (расчетный),Сыворотка крови,,МСК,до 4,  93 592 ,  131 029 
VEN,Взятие венозной крови (venous blood sampling),,,Услуга,,  890 ,  1 246 
3В-БЭ,"Взятие соскоба буккального эпителия у трех человек (Buccal epithelium sampling, 3 persons)",Буккальный эпителий,,Услуга,,  1 350 ,  1 890 
КАП,Взятие капиллярной крови (имеются ограничения по взятию капиллярной крови; уточняйте у администратора медицинского офиса) (capillary blood sampling),,,Услуга,,  790 ,  1 106 
1В-ГИН,"Взятие цитологического материала, материала для ПЦР диагностики, микробиологических исследований (Cytological material sampling, PCR diagnosis material sampling, microbiology test material sampling)",,,Услуга,,  890 ,  1 246 
1В-БЭ,Взятие соскоба буккального эпителия (Buccal epithelium sampling),Буккальный эпителий,,Услуга,,  790 ,  1 106 
2В-БЭ,"Взятие соскоба буккального эпителия у двух человек (Buccal epithelium sampling, 2 persons)",Буккальный эпителий,,Услуга,,  990 ,  1 386 
1В-МОЧ,Предоставление контейнера для сбора мочи в индивидуальной упаковке,,,Услуга,,  110 ,  154 
1В-КАЛ,Предоставление контейнера для сбора экскрементов в индивидуальной упаковке,,,Услуга,,  110 ,  154 
1В-СОС,"Взятие биоматериала для общеклинических исследований (соскоб), включающее разъяснение пациенту преаналитических требований, процедуры взятия биоматериала и предоставление тампона-зонда в индивидуальной упаковке",Body,,Услуга,,  110 ,  154 
ENG,Выдача результатов на английском языке (перевод результатов на английский язык).*(Provision of test findings in English (translation of test findings in English)).*,Body,,Услуга,,  1 090 ,  1 526 
ТРАНСВИЧ2,Транспортировка биоматериала на ВИЧ,,,Услуга,,  500 ,  700 
310РОТ,"Цитомегаловирус, определение ДНК в соскобе эпителиальных клеток ротоглотки (CMV DNA, Scrape of Faucial Epithelial Cells)*",Соскоб,Кач,Алматы,1,  2 624 ,  3 674 
351РОТ,"Вирус Эпштейна-Барр, определение ДНК в соскобе эпителиальных клеток ротоглотки (EBV DNA, Scrape of Faucial Epithelial Cells)*",Соскоб,Кач,Алматы,1,  4 064 ,  5 690 
6801PI,"Phadiatop Infant ImmunoCAP, IgE",Сыворотка крови,Кол,Алматы, до 2,  7 200 ,  10 080 
6806F76,"Альфа-лактальбумин (nBos d4) (f76) IgE, ImmunoCAP",Сыворотка крови,Кол,Алматы, до 2,  7 500 ,  10 500 
6809T3,"Береза (t3) IgE, ImmunoCAP",Сыворотка крови,Кол,Алматы, до 2,  3 600 ,  5 040 
6819H1,"Домашняя пыль (Greer Labs.) (h1) IgE, ImmunoCAP",Сыворотка крови,Кол,Алматы, до 2,  3 600 ,  5 040 
6817D1,"Клещ домашней пыли / D. pterоnyssinus (d1) IgE, ImmunoCAP",Сыворотка крови,Кол,Алматы, до 2,  4 091 ,  5 727 
6869F4,"Пшеница (f4) IgE, ImmunoCAP",Сыворотка крови,Кол,Алматы,до 6,  3 600 ,  5 040 
6823MX1,"Смесь  аллергенов плесневых грибков (mx1) IgE, ImmunoCAP",Сыворотка крови,Кол,Алматы, до 2,  5 000 ,  7 000 
6821TX9,"Смесь аллергенов пыльцы деревьев (tx9) IgE, ImmunoCAP",Сыворотка крови,Кол,Алматы, до 2,  5 000 ,  7 000 
6803E5,"Собака, перхоть (e5) IgE, ImmunoCAP",Сыворотка крови,Кол,Алматы, до 2,  3 600 ,  5 040 
6829TP,"Триптаза, ImmunoCAP",Сыворотка крови,Кол,Алматы,до 2,  8 500 ,  11 900 
6919E81,"Овца, эпителий (e81) IgE, ImmunoCAP",Сыворотка крови; Сыворотка крови; Сыворотка крови,Кол,Алматы, до 6,  3 600 ,  5 040 
6010,Респираторная панель PROTIA Allerqy-Q (64 аллергена),Сыворотка крови,Кол,МСК, до 6,  55 992 ,  78 389 
6011,Атопическая панель PROTIA Allerqy-Q (44 аллергена),Сыворотка крови,Кол,МСК, до 6,  46 392 ,  64 949 
6066АБ,"Смесь пищевых аллергенов (fm2), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6067АБ,"Смесь пищевых аллергенов (fm4), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6068АБ,"Смесь пищевых аллергенов (fm5), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6069АБ,"Смесь пищевых аллергенов (fm6), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6070АБ,"Смесь пищевых аллергенов (fm7), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6071АБ,"Смесь пищевых аллергенов (fm10), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6072АБ,"Смесь пищевых аллергенов (fm18), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6073АБ,"Смесь пищевых аллергенов (fm22), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6074АБ,"Смесь пищевых аллергенов (fm24), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6075АБ,"Смесь пищевых аллергенов (fm70), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6076АБ,"Смесь пищевых аллергенов (fm71), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6077АБ,"Смесь пищевых аллергенов (fm72), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
6078АБ,"Смесь пищевых аллергенов (fm101), IgE",Сыворотка крови,Кол,МСК,до 4,  2 872 ,  4 021 
